region_code,metric,year,value,ci_lower,ci_upper,ci_width,cv
E12000006,gdhi_total_mn_gbp,2015,119419.0,,,,
E12000007,gdhi_per_head_gbp,2015,26652.0,,,,
E12000007,gdhi_total_mn_gbp,2015,230795.0,,,,
E12000008,gdhi_per_head_gbp,2015,21790.0,,,,
E12000008,gdhi_total_mn_gbp,2015,195449.0,,,,
E12000009,gdhi_per_head_gbp,2015,18686.0,,,,
E12000009,gdhi_total_mn_gbp,2015,102242.0,,,,
N92000002,gdhi_per_head_gbp,2015,15248.0,,,,
N92000002,gdhi_total_mn_gbp,2015,28284.0,,,,
S92000003,gdhi_per_head_gbp,2015,17717.0,,,,
