region,region_code,metric,year,value,source,data_type,ci_lower,ci_upper,method,quality_metrics
West Midlands,E12000005,gdhi_per_head_gbp,2011,14188.0,income,historical,,,,
West Midlands,E12000005,gdhi_total_mn_gbp,2011,79575.0,income,historical,,,,
East,E12000006,gdhi_per_head_gbp,2011,16778.0,income,historical,,,,
East,E12000006,gdhi_total_mn_gbp,2011,98360.0,income,historical,,,,
London,E12000007,gdhi_per_head_gbp,2011,21391.0,income,historical,,,,
London,E12000007,gdhi_total_mn_gbp,2011,175499.0,income,historical,,,,
South East,E12000008,gdhi_per_head_gbp,2011,18661.0,income,historical,,,,
South East,E12000008,gdhi_total_mn_gbp,2011,161471.0,income,historical,,,,
South West,E12000009,gdhi_per_head_gbp,2011,16312.0,income,historical,,,,
South West,E12000009,gdhi_total_mn_gbp,2011,86466.0,income,historical,,,,
Northern Ireland,N92000002,gdhi_per_head_gbp,2011,13519.0,income,historical,,,,
Northern Ireland,N92000002,gdhi_total_mn_gbp,2011,24528.0,income,historical,,,,
Scotland,S92000003,gdhi_per_head_gbp,2011,15711.0,income,historical,,,,
Scotland,S92000003,gdhi_total_mn_gbp,2011,83264.0,income,historical,,,,
Wales,W92000004,gdhi_per_head_gbp,2011,13883.0,income,historical,,,,
Wales,W92000004,gdhi_total_mn_gbp,2011,42535.0,income,historical,,,,
North East,E12000001,gdhi_per_head_gbp,2012,14227.0,income,historical,,,,
North East,E12000001,gdhi_total_mn_gbp,2012,36975.0,income,historical,,,,
North West,E12000002,gdhi_per_head_gbp,2012,14972.0,income,historical,,,,
North West,E12000002,gdhi_total_mn_gbp,2012,105992.0,income,historical,,,,
Yorkshire & Humber,E12000003,gdhi_per_head_gbp,2012,14477.0,income,historical,,,,
Yorkshire & Humber,E12000003,gdhi_total_mn_gbp,2012,76921.0,income,historical,,,,
East Midlands,E12000004,gdhi_per_head_gbp,2012,14981.0,income,historical,,,,
East Midlands,E12000004,gdhi_total_mn_gbp,2012,68474.0,income,historical,,,,
West Midlands,E12000005,gdhi_per_head_gbp,2012,14568.0,income,historical,,,,
West Midlands,E12000005,gdhi_total_mn_gbp,2012,82167.0,income,historical,,,,
East,E12000006,gdhi_per_head_gbp,2012,17370.0,income,historical,,,,
East,E12000006,gdhi_total_mn_gbp,2012,102743.0,income,historical,,,,
London,E12000007,gdhi_per_head_gbp,2012,22698.0,income,historical,,,,
London,E12000007,gdhi_total_mn_gbp,2012,188863.0,income,historical,,,,
South East,E12000008,gdhi_per_head_gbp,2012,19310.0,income,historical,,,,
South East,E12000008,gdhi_total_mn_gbp,2012,168611.0,income,historical,,,,
South West,E12000009,gdhi_per_head_gbp,2012,16685.0,income,historical,,,,
South West,E12000009,gdhi_total_mn_gbp,2012,89039.0,income,historical,,,,
Northern Ireland,N92000002,gdhi_per_head_gbp,2012,13749.0,income,historical,,,,
Northern Ireland,N92000002,gdhi_total_mn_gbp,2012,25086.0,income,historical,,,,
Scotland,S92000003,gdhi_per_head_gbp,2012,16198.0,income,historical,,,,
Scotland,S92000003,gdhi_total_mn_gbp,2012,85988.0,income,historical,,,,
Wales,W92000004,gdhi_per_head_gbp,2012,14300.0,income,historical,,,,
Wales,W92000004,gdhi_total_mn_gbp,2012,43914.0,income,historical,,,,
North East,E12000001,gdhi_per_head_gbp,2013,14564.0,income,historical,,,,
North East,E12000001,gdhi_total_mn_gbp,2013,37914.0,income,historical,,,,
North West,E12000002,gdhi_per_head_gbp,2013,15427.0,income,historical,,,,
North West,E12000002,gdhi_total_mn_gbp,2013,109608.0,income,historical,,,,
Yorkshire & Humber,E12000003,gdhi_per_head_gbp,2013,14883.0,income,historical,,,,
Yorkshire & Humber,E12000003,gdhi_total_mn_gbp,2013,79402.0,income,historical,,,,
East Midlands,E12000004,gdhi_per_head_gbp,2013,15434.0,income,historical,,,,
East Midlands,E12000004,gdhi_total_mn_gbp,2013,71066.0,income,historical,,,,
West Midlands,E12000005,gdhi_per_head_gbp,2013,15057.0,income,historical,,,,
West Midlands,E12000005,gdhi_total_mn_gbp,2013,85478.0,income,historical,,,,
East,E12000006,gdhi_per_head_gbp,2013,17984.0,income,historical,,,,
East,E12000006,gdhi_total_mn_gbp,2013,107375.0,income,historical,,,,
London,E12000007,gdhi_per_head_gbp,2013,23906.0,income,historical,,,,
London,E12000007,gdhi_total_mn_gbp,2013,201744.0,income,historical,,,,
South East,E12000008,gdhi_per_head_gbp,2013,20083.0,income,historical,,,,
South East,E12000008,gdhi_total_mn_gbp,2013,176915.0,income,historical,,,,
South West,E12000009,gdhi_per_head_gbp,2013,17306.0,income,historical,,,,
South West,E12000009,gdhi_total_mn_gbp,2013,93014.0,income,historical,,,,
Northern Ireland,N92000002,gdhi_per_head_gbp,2013,14305.0,income,historical,,,,
Northern Ireland,N92000002,gdhi_total_mn_gbp,2013,26203.0,income,historical,,,,
Scotland,S92000003,gdhi_per_head_gbp,2013,16777.0,income,historical,,,,
Scotland,S92000003,gdhi_total_mn_gbp,2013,89208.0,income,historical,,,,
Wales,W92000004,gdhi_per_head_gbp,2013,14616.0,income,historical,,,,
Wales,W92000004,gdhi_total_mn_gbp,2013,44886.0,income,historical,,,,
North East,E12000001,gdhi_per_head_gbp,2014,14959.0,income,historical,,,,
North East,E12000001,gdhi_total_mn_gbp,2014,39050.0,income,historical,,,,
North West,E12000002,gdhi_per_head_gbp,2014,15828.0,income,historical,,,,
North West,E12000002,gdhi_total_mn_gbp,2014,113028.0,income,historical,,,,
Yorkshire & Humber,E12000003,gdhi_per_head_gbp,2014,15300.0,income,historical,,,,
Yorkshire & Humber,E12000003,gdhi_total_mn_gbp,2014,81955.0,income,historical,,,,
East Midlands,E12000004,gdhi_per_head_gbp,2014,15913.0,income,historical,,,,
East Midlands,E12000004,gdhi_total_mn_gbp,2014,73877.0,income,historical,,,,
West Midlands,E12000005,gdhi_per_head_gbp,2014,15606.0,income,historical,,,,
West Midlands,E12000005,gdhi_total_mn_gbp,2014,89217.0,income,historical,,,,
East,E12000006,gdhi_per_head_gbp,2014,18537.0,income,historical,,,,
East,E12000006,gdhi_total_mn_gbp,2014,111953.0,income,historical,,,,
London,E12000007,gdhi_per_head_gbp,2014,24890.0,income,historical,,,,
London,E12000007,gdhi_total_mn_gbp,2014,212736.0,income,historical,,,,
South East,E12000008,gdhi_per_head_gbp,2014,20575.0,income,historical,,,,
South East,E12000008,gdhi_total_mn_gbp,2014,182990.0,income,historical,,,,
South West,E12000009,gdhi_per_head_gbp,2014,17888.0,income,historical,,,,
South West,E12000009,gdhi_total_mn_gbp,2014,96992.0,income,historical,,,,
Northern Ireland,N92000002,gdhi_per_head_gbp,2014,14760.0,income,historical,,,,
Northern Ireland,N92000002,gdhi_total_mn_gbp,2014,27205.0,income,historical,,,,
Scotland,S92000003,gdhi_per_head_gbp,2014,17192.0,income,historical,,,,
Scotland,S92000003,gdhi_total_mn_gbp,2014,91673.0,income,historical,,,,
Wales,W92000004,gdhi_per_head_gbp,2014,15092.0,income,historical,,,,
Wales,W92000004,gdhi_total_mn_gbp,2014,46391.0,income,historical,,,,
North East,E12000001,gdhi_per_head_gbp,2015,15516.0,income,historical,,,,
North East,E12000001,gdhi_total_mn_gbp,2015,40523.0,income,historical,,,,
North West,E12000002,gdhi_per_head_gbp,2015,16551.0,income,historical,,,,
North West,E12000002,gdhi_total_mn_gbp,2015,118881.0,income,historical,,,,
Yorkshire & Humber,E12000003,gdhi_per_head_gbp,2015,16021.0,income,historical,,,,
Yorkshire & Humber,E12000003,gdhi_total_mn_gbp,2015,86151.0,income,historical,,,,
East Midlands,E12000004,gdhi_per_head_gbp,2015,16680.0,income,historical,,,,
East Midlands,E12000004,gdhi_total_mn_gbp,2015,78090.0,income,historical,,,,
West Midlands,E12000005,gdhi_per_head_gbp,2015,16391.0,income,historical,,,,
West Midlands,E12000005,gdhi_total_mn_gbp,2015,94351.0,income,historical,,,,
East,E12000006,gdhi_per_head_gbp,2015,19582.0,income,historical,,,,
East,E12000006,gdhi_total_mn_gbp,2015,119419.0,income,historical,,,,
London,E12000007,gdhi_per_head_gbp,2015,26652.0,income,historical,,,,
London,E12000007,gdhi_total_mn_gbp,2015,230795.0,income,historical,,,,
South East,E12000008,gdhi_per_head_gbp,2015,21790.0,income,historical,,,,
South East,E12000008,gdhi_total_mn_gbp,2015,195449.0,income,historical,,,,
South West,E12000009,gdhi_per_head_gbp,2015,18686.0,income,historical,,,,
South West,E12000009,gdhi_total_mn_gbp,2015,102242.0,income,historical,,,,
Northern Ireland,N92000002,gdhi_per_head_gbp,2015,15248.0,income,historical,,,,
Northern Ireland,N92000002,gdhi_total_mn_gbp,2015,28284.0,income,historical,,,,
Scotland,S92000003,gdhi_per_head_gbp,2015,17717.0,income,historical,,,,
Scotland,S92000003,gdhi_total_mn_gbp,2015,94815.0,income,historical,,,,
Wales,W92000004,gdhi_per_head_gbp,2015,15591.0,income,historical,,,,
Wales,W92000004,gdhi_total_mn_gbp,2015,47906.0,income,historical,,,,
North East,E12000001,gdhi_per_head_gbp,2016,15718.0,income,historical,,,,
North East,E12000001,gdhi_total_mn_gbp,2016,41153.0,income,historical,,,,
North West,E12000002,gdhi_per_head_gbp,2016,16664.0,income,historical,,,,
North West,E12000002,gdhi_total_mn_gbp,2016,120551.0,income,historical,,,,
Yorkshire & Humber,E12000003,gdhi_per_head_gbp,2016,16106.0,income,historical,,,,
Yorkshire & Humber,E12000003,gdhi_total_mn_gbp,2016,87103.0,income,historical,,,,
East Midlands,E12000004,gdhi_per_head_gbp,2016,16703.0,income,historical,,,,
East Midlands,E12000004,gdhi_total_mn_gbp,2016,79032.0,income,historical,,,,
West Midlands,E12000005,gdhi_per_head_gbp,2016,16671.0,income,historical,,,,
West Midlands,E12000005,gdhi_total_mn_gbp,2016,96898.0,income,historical,,,,
East,E12000006,gdhi_per_head_gbp,2016,19882.0,income,historical,,,,
East,E12000006,gdhi_total_mn_gbp,2016,122496.0,income,historical,,,,
London,E12000007,gdhi_per_head_gbp,2016,27099.0,income,historical,,,,
London,E12000007,gdhi_total_mn_gbp,2016,236948.0,income,historical,,,,
South East,E12000008,gdhi_per_head_gbp,2016,22082.0,income,historical,,,,
South East,E12000008,gdhi_total_mn_gbp,2016,199906.0,income,historical,,,,
South West,E12000009,gdhi_per_head_gbp,2016,18841.0,income,historical,,,,
South West,E12000009,gdhi_total_mn_gbp,2016,104133.0,income,historical,,,,
Northern Ireland,N92000002,gdhi_per_head_gbp,2016,15480.0,income,historical,,,,
Northern Ireland,N92000002,gdhi_total_mn_gbp,2016,28886.0,income,historical,,,,
Scotland,S92000003,gdhi_per_head_gbp,2016,17859.0,income,historical,,,,
Scotland,S92000003,gdhi_total_mn_gbp,2016,95989.0,income,historical,,,,
Wales,W92000004,gdhi_per_head_gbp,2016,15717.0,income,historical,,,,
Wales,W92000004,gdhi_total_mn_gbp,2016,48364.0,income,historical,,,,
North East,E12000001,gdhi_per_head_gbp,2017,16038.0,income,historical,,,,
North East,E12000001,gdhi_total_mn_gbp,2017,42080.0,income,historical,,,,
North West,E12000002,gdhi_per_head_gbp,2017,17108.0,income,historical,,,,
North West,E12000002,gdhi_total_mn_gbp,2017,124473.0,income,historical,,,,
Yorkshire & Humber,E12000003,gdhi_per_head_gbp,2017,16582.0,income,historical,,,,
Yorkshire & Humber,E12000003,gdhi_total_mn_gbp,2017,90003.0,income,historical,,,,
East Midlands,E12000004,gdhi_per_head_gbp,2017,17153.0,income,historical,,,,
East Midlands,E12000004,gdhi_total_mn_gbp,2017,81964.0,income,historical,,,,
West Midlands,E12000005,gdhi_per_head_gbp,2017,16915.0,income,historical,,,,
West Midlands,E12000005,gdhi_total_mn_gbp,2017,99039.0,income,historical,,,,
East,E12000006,gdhi_per_head_gbp,2017,20439.0,income,historical,,,,
East,E12000006,gdhi_total_mn_gbp,2017,126779.0,income,historical,,,,
London,E12000007,gdhi_per_head_gbp,2017,27599.0,income,historical,,,,
London,E12000007,gdhi_total_mn_gbp,2017,242212.0,income,historical,,,,
South East,E12000008,gdhi_per_head_gbp,2017,22624.0,income,historical,,,,
South East,E12000008,gdhi_total_mn_gbp,2017,205990.0,income,historical,,,,
South West,E12000009,gdhi_per_head_gbp,2017,19265.0,income,historical,,,,
South West,E12000009,gdhi_total_mn_gbp,2017,107397.0,income,historical,,,,
Northern Ireland,N92000002,gdhi_per_head_gbp,2017,15965.0,income,historical,,,,
Northern Ireland,N92000002,gdhi_total_mn_gbp,2017,29937.0,income,historical,,,,
Scotland,S92000003,gdhi_per_head_gbp,2017,18199.0,income,historical,,,,
Scotland,S92000003,gdhi_total_mn_gbp,2017,98092.0,income,historical,,,,
Wales,W92000004,gdhi_per_head_gbp,2017,16237.0,income,historical,,,,
Wales,W92000004,gdhi_total_mn_gbp,2017,50033.0,income,historical,,,,
North East,E12000001,gdhi_per_head_gbp,2018,16474.0,income,historical,,,,
North East,E12000001,gdhi_total_mn_gbp,2018,43317.0,income,historical,,,,
North West,E12000002,gdhi_per_head_gbp,2018,17629.0,income,historical,,,,
North West,E12000002,gdhi_total_mn_gbp,2018,128977.0,income,historical,,,,
Yorkshire & Humber,E12000003,gdhi_per_head_gbp,2018,17189.0,income,historical,,,,
Yorkshire & Humber,E12000003,gdhi_total_mn_gbp,2018,93573.0,income,historical,,,,
East Midlands,E12000004,gdhi_per_head_gbp,2018,17635.0,income,historical,,,,
East Midlands,E12000004,gdhi_total_mn_gbp,2018,84915.0,income,historical,,,,
West Midlands,E12000005,gdhi_per_head_gbp,2018,17439.0,income,historical,,,,
West Midlands,E12000005,gdhi_total_mn_gbp,2018,102703.0,income,historical,,,,
East,E12000006,gdhi_per_head_gbp,2018,21185.0,income,historical,,,,
East,E12000006,gdhi_total_mn_gbp,2018,132141.0,income,historical,,,,
London,E12000007,gdhi_per_head_gbp,2018,29104.0,income,historical,,,,
London,E12000007,gdhi_total_mn_gbp,2018,257085.0,income,historical,,,,
South East,E12000008,gdhi_per_head_gbp,2018,23405.0,income,historical,,,,
South East,E12000008,gdhi_total_mn_gbp,2018,214157.0,income,historical,,,,
South West,E12000009,gdhi_per_head_gbp,2018,19996.0,income,historical,,,,
South West,E12000009,gdhi_total_mn_gbp,2018,112171.0,income,historical,,,,
Northern Ireland,N92000002,gdhi_per_head_gbp,2018,16347.0,income,historical,,,,
Northern Ireland,N92000002,gdhi_total_mn_gbp,2018,30834.0,income,historical,,,,
Scotland,S92000003,gdhi_per_head_gbp,2018,18692.0,income,historical,,,,
Scotland,S92000003,gdhi_total_mn_gbp,2018,100830.0,income,historical,,,,
Wales,W92000004,gdhi_per_head_gbp,2018,16860.0,income,historical,,,,
Wales,W92000004,gdhi_total_mn_gbp,2018,51993.0,income,historical,,,,
North East,E12000001,gdhi_per_head_gbp,2019,16991.0,income,historical,,,,
North East,E12000001,gdhi_total_mn_gbp,2019,44800.0,income,historical,,,,
North West,E12000002,gdhi_per_head_gbp,2019,18229.0,income,historical,,,,
North West,E12000002,gdhi_total_mn_gbp,2019,134222.0,income,historical,,,,
Yorkshire & Humber,E12000003,gdhi_per_head_gbp,2019,17693.0,income,historical,,,,
Yorkshire & Humber,E12000003,gdhi_total_mn_gbp,2019,96688.0,income,historical,,,,
East Midlands,E12000004,gdhi_per_head_gbp,2019,18208.0,income,historical,,,,
East Midlands,E12000004,gdhi_total_mn_gbp,2019,88199.0,income,historical,,,,
West Midlands,E12000005,gdhi_per_head_gbp,2019,17910.0,income,historical,,,,
West Midlands,E12000005,gdhi_total_mn_gbp,2019,106044.0,income,historical,,,,
East,E12000006,gdhi_per_head_gbp,2019,21787.0,income,historical,,,,
East,E12000006,gdhi_total_mn_gbp,2019,136696.0,income,historical,,,,
London,E12000007,gdhi_per_head_gbp,2019,29719.0,income,historical,,,,
London,E12000007,gdhi_total_mn_gbp,2019,264193.0,income,historical,,,,
South East,E12000008,gdhi_per_head_gbp,2019,24148.0,income,historical,,,,
South East,E12000008,gdhi_total_mn_gbp,2019,222009.0,income,historical,,,,
South West,E12000009,gdhi_per_head_gbp,2019,20725.0,income,historical,,,,
South West,E12000009,gdhi_total_mn_gbp,2019,116946.0,income,historical,,,,
Northern Ireland,N92000002,gdhi_per_head_gbp,2019,16871.0,income,historical,,,,
Northern Ireland,N92000002,gdhi_total_mn_gbp,2019,32030.0,income,historical,,,,
Scotland,S92000003,gdhi_per_head_gbp,2019,19391.0,income,historical,,,,
Scotland,S92000003,gdhi_total_mn_gbp,2019,104990.0,income,historical,,,,
Wales,W92000004,gdhi_per_head_gbp,2019,17300.0,income,historical,,,,
Wales,W92000004,gdhi_total_mn_gbp,2019,53419.0,income,historical,,,,
North East,E12000001,gdhi_per_head_gbp,2020,17239.0,income,historical,,,,
North East,E12000001,gdhi_total_mn_gbp,2020,45467.0,income,historical,,,,
North West,E12000002,gdhi_per_head_gbp,2020,18372.0,income,historical,,,,
North West,E12000002,gdhi_total_mn_gbp,2020,135598.0,income,historical,,,,
Yorkshire & Humber,E12000003,gdhi_per_head_gbp,2020,17876.0,income,historical,,,,
Yorkshire & Humber,E12000003,gdhi_total_mn_gbp,2020,97757.0,income,historical,,,,
East Midlands,E12000004,gdhi_per_head_gbp,2020,18444.0,income,historical,,,,
East Midlands,E12000004,gdhi_total_mn_gbp,2020,89552.0,income,historical,,,,
West Midlands,E12000005,gdhi_per_head_gbp,2020,18027.0,income,historical,,,,
West Midlands,E12000005,gdhi_total_mn_gbp,2020,106937.0,income,historical,,,,
East,E12000006,gdhi_per_head_gbp,2020,21613.0,income,historical,,,,
East,E12000006,gdhi_total_mn_gbp,2020,136115.0,income,historical,,,,
London,E12000007,gdhi_per_head_gbp,2020,29245.0,income,historical,,,,
London,E12000007,gdhi_total_mn_gbp,2020,259315.0,income,historical,,,,
South East,E12000008,gdhi_per_head_gbp,2020,23816.0,income,historical,,,,
South East,E12000008,gdhi_total_mn_gbp,2020,219706.0,income,historical,,,,
South West,E12000009,gdhi_per_head_gbp,2020,20627.0,income,historical,,,,
South West,E12000009,gdhi_total_mn_gbp,2020,116792.0,income,historical,,,,
Northern Ireland,N92000002,gdhi_per_head_gbp,2020,16992.0,income,historical,,,,
Northern Ireland,N92000002,gdhi_total_mn_gbp,2020,32293.0,income,historical,,,,
Scotland,S92000003,gdhi_per_head_gbp,2020,19339.0,income,historical,,,,
Scotland,S92000003,gdhi_total_mn_gbp,2020,104686.0,income,historical,,,,
Wales,W92000004,gdhi_per_head_gbp,2020,17668.0,income,historical,,,,
Wales,W92000004,gdhi_total_mn_gbp,2020,54849.0,income,historical,,,,
North East,E12000001,gdhi_per_head_gbp,2021,17592.0,income,historical,,,,
North East,E12000001,gdhi_total_mn_gbp,2021,46574.0,income,historical,,,,
North West,E12000002,gdhi_per_head_gbp,2021,18805.0,income,historical,,,,
North West,E12000002,gdhi_total_mn_gbp,2021,139613.0,income,historical,,,,
Yorkshire & Humber,E12000003,gdhi_per_head_gbp,2021,18347.0,income,historical,,,,
Yorkshire & Humber,E12000003,gdhi_total_mn_gbp,2021,100586.0,income,historical,,,,
East Midlands,E12000004,gdhi_per_head_gbp,2021,18942.0,income,historical,,,,
East Midlands,E12000004,gdhi_total_mn_gbp,2021,92464.0,income,historical,,,,
West Midlands,E12000005,gdhi_per_head_gbp,2021,18507.0,income,historical,,,,
West Midlands,E12000005,gdhi_total_mn_gbp,2021,110231.0,income,historical,,,,
East,E12000006,gdhi_per_head_gbp,2021,22377.0,income,historical,,,,
East,E12000006,gdhi_total_mn_gbp,2021,142087.0,income,historical,,,,
London,E12000007,gdhi_per_head_gbp,2021,30662.0,income,historical,,,,
London,E12000007,gdhi_total_mn_gbp,2021,269968.0,income,historical,,,,
South East,E12000008,gdhi_per_head_gbp,2021,24606.0,income,historical,,,,
South East,E12000008,gdhi_total_mn_gbp,2021,228729.0,income,historical,,,,
South West,E12000009,gdhi_per_head_gbp,2021,21304.0,income,historical,,,,
South West,E12000009,gdhi_total_mn_gbp,2021,121705.0,income,historical,,,,
Northern Ireland,N92000002,gdhi_per_head_gbp,2021,17635.0,income,historical,,,,
Northern Ireland,N92000002,gdhi_total_mn_gbp,2021,33587.0,income,historical,,,,
Scotland,S92000003,gdhi_per_head_gbp,2021,19872.0,income,historical,,,,
Scotland,S92000003,gdhi_total_mn_gbp,2021,107674.0,income,historical,,,,
Wales,W92000004,gdhi_per_head_gbp,2021,18015.0,income,historical,,,,
Wales,W92000004,gdhi_total_mn_gbp,2021,55948.0,income,historical,,,,
North East,E12000001,gdhi_per_head_gbp,2022,18388.0,income,historical,,,,
North East,E12000001,gdhi_total_mn_gbp,2022,49319.0,income,historical,,,,
North West,E12000002,gdhi_per_head_gbp,2022,19752.0,income,historical,,,,
North West,E12000002,gdhi_total_mn_gbp,2022,148447.0,income,historical,,,,
